INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('1', 'Linda Lutz', 'Every have morning big.', 'BJ', '1929-01-08', 145);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('167', 'Miss Jennifer Thomas', 'Then space board nearly need.', 'BW', '1995-02-17', 28);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('168', 'Amanda Marshall', 'Thus research half identify.', 'ZW', '1995-05-25', 70);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('169', 'Sara Lopez', 'Probably five represent reality.', 'SY', '1973-12-03', 57);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('170', 'William Smith', 'Vote treatment approach the deal purpose.', 'MZ', '1988-01-25', 42);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('171', 'Tracy Cunningham', 'Myself politics child which try build bit coach.', 'ST', '1982-01-15', 3);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('172', 'Joshua Morris', 'Assume across off find hear.', 'GH', '1966-06-08', 139);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('173', 'Bethany Coleman', 'Box then do set. Score such pay father.', 'NA', '1946-10-04', 14);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('174', 'Jennifer Keith', 'Movement environmental produce Congress.', 'DJ', '1968-03-14', 151);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('175', 'James Anderson', 'Stuff standard stop sell stage item.', 'GN', '1926-05-21', 4);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('176', 'Matthew Bailey', 'Every agreement society provide.', 'NL', '1969-04-06', 130);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('177', 'Timothy Thornton', 'Peace many water run.', 'IN', '1958-08-08', 93);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('178', 'Anthony Martinez', 'Important describe go operation.', 'DK', '1973-03-02', 148);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('179', 'James Mayo', 'Tend affect religious project.', 'ES', '1963-04-05', 139);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('180', 'Benjamin Bentley', 'Ten fire common avoid with. Forward mind factor.', 'SC', '2001-10-10', 33);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('181', 'Erik Villarreal', 'Pick stuff bring cost management to nation.', 'YE', '1995-06-20', 25);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('182', 'Jeanne Smith', 'Heavy pretty yet. Air measure learn.', 'CF', '1935-04-05', 86);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('183', 'Michael Walters', 'Certain walk run sure pull event show.', 'CN', '2005-11-10', 22);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('184', 'Logan Vazquez', 'Ever small money business star.', 'GQ', '1984-01-29', 147);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('185', 'Jennifer Houston', 'Use by ago down official risk.', 'IQ', '1940-10-17', 7);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('186', 'David Price', 'Talk exist western position stock network.', 'MZ', '1942-03-11', 97);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('187', 'Carolyn Smith', 'Wish firm just else well a.', 'IQ', '1967-06-19', 167);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('188', 'Zachary Yang', 'Yard ability view. Speak senior peace.', 'LR', '1961-09-30', 175);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('189', 'Michael Vaughan', 'Wide last seat international stand.', 'HK', '1987-12-28', 36);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('190', 'Mariah Burnett', 'Language thought prepare heart we nor small.', 'CL', '1998-06-13', 36);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('191', 'Angela Jordan', 'Court material bit personal west pull.', 'ZM', '1932-10-27', 78);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('192', 'Aaron Garcia', 'Guess take establish push marriage room.', 'NE', '1954-04-11', 99);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('193', 'John Miller', 'Firm American skin skill full detail.', 'RU', '1936-02-22', 81);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('194', 'Gregory Cook', 'Picture number dinner eight.', 'SL', '1942-04-15', 138);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('195', 'Sara Banks', 'Tend wind ball special child test environment.', 'IR', '1994-12-17', 116);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('196', 'Justin Goodman', 'Grow cup late level level.', 'TD', '1976-10-15', 141);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('197', 'Lisa Murray', 'Water least member should yard.', 'CH', '1950-07-25', 16);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('198', 'Joseph Mitchell', 'Hair receive remain argue maintain.', 'SE', '1957-10-19', 67);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('199', 'Crystal Ruiz', 'Land worker be learn current American.', 'GR', '1958-11-09', 30);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('200', 'Ronald Baker', 'Common six among.', 'VN', '1976-12-30', 113);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('201', 'Melissa Smith', 'Deep sing financial forward recognize apply.', 'MU', '1931-08-18', 73);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('202', 'Jonathan Jensen', 'Your agent ago majority land hair majority.', 'BW', '1935-08-20', 170);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('203', 'Megan Lee', 'Spring official whole gun.', 'SA', '1964-12-27', 132);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('204', 'Ryan Kennedy', 'Find lawyer wish case.', 'ZW', '1964-12-29', 90);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('205', 'Jeffrey Brooks', 'Believe beautiful light nearly its kid.', 'MZ', '2006-07-31', 131);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('206', 'Eugene Brown', 'Contain leader institution both until benefit.', 'TH', '1939-05-10', 88);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('207', 'Ashley Davis', 'Eye interview statement find drug protect bank.', 'NO', '1942-09-03', 97);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('208', 'Laurie Conway', 'To available tonight set court garden allow.', 'SL', '2005-01-26', 164);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('209', 'Sean Green', 'Form wall apply manage risk although record.', 'LS', '1926-06-01', 113);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('210', 'Amy Spencer', 'Build especially generation third.', 'BE', '1980-01-04', 66);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('211', 'Shawn Ward', 'West not section top. Technology among born go.', 'SN', '1963-01-09', 141);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('212', 'Steven Rodriguez', 'Road win suggest begin why wear vote listen.', 'CL', '1956-11-07', 43);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('213', 'Joseph Robinson', 'Him party leader service thing represent.', 'LB', '2000-11-16', 33);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('214', 'Philip Conner', 'Cold president require thank because when.', 'MZ', '1942-03-05', 93);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('215', 'Scott Guerrero', 'Sea stay administration state.', 'BW', '1952-02-25', 141);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('216', 'Renee Webb', 'Price large stay range by. Last about then.', 'MZ', '1929-12-15', 29);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('217', 'Daniel Garcia', 'Bag production both best energy area control.', 'IQ', '1972-01-16', 80);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('218', 'Calvin Griffin', 'Responsibility say wonder matter.', 'RU', '1999-04-07', 60);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('219', 'Anna Garrett', 'Budget group five consumer stock box much final.', 'CH', '1984-06-18', 158);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('220', 'Jeremy Brewer', 'Toward recently none example occur member.', 'US', '2006-06-21', 60);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('221', 'Erica Franklin', 'Nor listen exactly building use there computer.', 'GB', '1990-10-01', 30);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('222', 'Meagan Reid', 'Authority test soldier agreement candidate.', 'MA', '1974-05-01', 80);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('223', 'Lori Camacho', 'Who baby wind theory war could.', 'LS', '1946-08-02', 79);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('224', 'David Stevenson', 'Wear one child act.', 'IR', '1993-09-13', 34);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('225', 'Stefanie Reyes', 'Course suggest parent well line show.', 'LS', '1971-05-28', 35);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('226', 'Mr. Nathan Wagner', 'Whether far letter on.', 'SE', '1954-12-03', 176);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('227', 'Yvette Mccoy', 'One doctor perform could.', 'BJ', '1984-10-27', 44);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('228', 'Michelle Meyer', 'Fire major character guess particularly.', 'MZ', '1997-08-19', 60);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('229', 'Katherine Ramirez', 'Lawyer current newspaper charge key.', 'SY', '1939-06-27', 108);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('230', 'Ryan Wilson', 'With follow enter. Sometimes ground tonight.', 'DK', '1993-08-12', 104);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('231', 'Robert Gross', 'Candidate stay development reason.', 'SN', '1946-03-18', 136);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('232', 'William Oneal', 'Financial future always consumer fish who middle.', 'SA', '1947-02-07', 31);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('233', 'Nicholas White', 'Southern happy medical point property.', 'NZ', '1997-04-09', 50);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('234', 'Bryan Reynolds', 'Discuss however feeling station which keep.', 'CO', '1944-11-14', 169);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('235', 'Edward Clay', 'Poor lawyer gun evening daughter.', 'LS', '1931-05-30', 124);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('236', 'Laura Benson', 'Recent anyone memory must.', 'SA', '1997-01-13', 51);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('237', 'Michelle Schmidt', 'Responsibility wind international service again.', 'AR', '2005-02-06', 34);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('238', 'Scott Davis', 'Stand tend executive effort tell.', 'IQ', '1967-12-05', 16);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('239', 'Amanda Dunn', 'Interview growth power wife with those who.', 'GH', '1933-04-14', 154);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('240', 'Charles Simpson', 'Poor sign begin them.', 'NG', '1976-03-07', 150);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('241', 'Francisco Johnson', 'Eat skin cell pass same join.', 'MA', '1961-05-19', 65);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('242', 'Jessica Bryant', 'Summer chair food stand big at federal.', 'GB', '1946-08-08', 30);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('243', 'Richard Harrell', 'Far senior perform door any become win speech.', 'LR', '1954-09-06', 139);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('244', 'Michelle Taylor', 'Yeah man lead scientist goal.', 'PH', '1980-02-14', 79);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('245', 'Timothy Smith', 'Cold human land side develop pass.', 'NO', '1956-04-01', 14);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('246', 'Ryan Garcia', 'Result green prepare skill try dog American.', 'MA', '2005-06-12', 86);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('247', 'Kathleen Ayala', 'See create that everybody.', 'KR', '2001-03-12', 100);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('248', 'Patrick Garcia', 'Wall discussion school certain.', 'NO', '1960-01-24', 59);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('249', 'Nicole Taylor', 'Agreement blue rate need star across.', 'SE', '1962-04-02', 96);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('250', 'Kevin Byrd', 'Reason money raise trade exactly.', 'GW', '1987-01-02', 93);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('251', 'Sara Dixon', 'Individual wind way range. Try body level.', 'YE', '1952-03-10', 26);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('252', 'Chris Miller', 'Chair career event relationship understand thus.', 'BI', '1974-12-29', 68);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('253', 'Tammy Butler', 'Fight analysis billion imagine wind easy provide.', 'SO', '1926-08-18', 150);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('254', 'Nicolas Lowe', 'Four walk view service wife research laugh.', 'NE', '1924-05-26', 13);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('255', 'Melissa Phillips', 'Issue into exist fund light reveal house.', 'GH', '2003-04-09', 122);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('256', 'Hannah Williams', 'Threat investment mission father among talk why.', 'NG', '1982-11-07', 62);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('257', 'Jamie Lee', 'Data support they century art them result nice.', 'MX', '1953-06-07', 124);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('258', 'Bradley Benson', 'Goal employee whether attention good.', 'DZ', '1995-11-11', 120);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('259', 'Kimberly Williams', 'Remain air describe important.', 'CL', '1970-01-24', 116);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('260', 'Sarah Taylor', 'Team family probably decision look.', 'IT', '1926-08-19', 169);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('261', 'Wendy Sims', 'Television stage so accept scientist.', 'ST', '1931-06-09', 41);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('262', 'Ethan Crane MD', 'Air responsibility test ground too work require.', 'TW', '1952-05-01', 68);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('263', 'John Gonzalez', 'Particularly everything mean.', 'IT', '1995-02-17', 14);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('264', 'Gabriel Maxwell', 'Where process strong north lead style card.', 'SZ', '2002-06-04', 17);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('265', 'Paul Smith', 'Quality small though he.', 'DE', '2003-10-28', 77);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('266', 'Wendy Cisneros', 'Fish involve loss run themselves.', 'DJ', '1998-09-08', 28);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('267', 'Joshua Simpson', 'Pull production share character act.', 'SO', '1956-03-04', 9);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('268', 'Steve Vaughan', 'Star drive follow walk.', 'IQ', '1989-11-18', 18);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('269', 'Michael Morrison', 'Hour positive direction play knowledge medical.', 'ID', '1948-10-14', 15);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('270', 'Jeremiah Watkins', 'Compare even peace special seat food.', 'MY', '1932-09-23', 167);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('271', 'Joshua Kelley', 'Skin of lose her list place.', 'LR', '1970-04-24', 139);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('272', 'Michael Houston', 'Give itself her you think realize hour.', 'FI', '1938-02-07', 26);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('273', 'Anne Keith', 'Suggest each value develop.', 'FR', '1973-08-18', 160);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('274', 'Andrew Olson', 'Baby son decade clear.', 'BE', '1964-09-25', 12);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('275', 'Christopher Gould', 'Authority you technology onto.', 'GR', '1968-06-27', 112);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('276', 'Bianca Chan', 'Per itself woman either candidate with.', 'TD', '1956-07-07', 51);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('277', 'Julia Clark', 'Our development customer choice experience class.', 'AR', '1993-04-23', 97);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('278', 'Eric Bennett', 'Goal person fly left second several.', 'GM', '1942-04-04', 77);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('279', 'Caleb Gaines', 'Above sense hear test space.', 'DK', '1967-02-28', 16);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('280', 'Julia Sparks', 'Happen nice direction pay.', 'SY', '1967-12-15', 158);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('281', 'Stephanie Ferguson', 'Possible once arrive him future assume billion.', 'CH', '1930-03-24', 44);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('282', 'Amy Johnson', 'Often radio open.', 'SC', '1975-07-02', 131);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('283', 'David Campbell', 'Father still save nothing medical let.', 'NE', '2004-03-23', 75);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('284', 'Andrew Hamilton', 'Clearly with beat score close environment.', 'CH', '2006-08-03', 132);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('285', 'David Salazar', 'Group soldier scene base.', 'CI', '1948-11-15', 141);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('286', 'Richard Rodriguez', 'Go information behavior particularly born help.', 'JP', '1937-05-31', 150);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('287', 'Keith Phillips', 'North such maybe evidence evidence.', 'BJ', '1976-11-11', 7);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('288', 'Kevin Wall', 'Building become town choice eye goal.', 'AT', '1979-01-21', 156);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('289', 'William Evans', 'Although decide him spend place life without.', 'OM', '1957-06-29', 134);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('290', 'Anthony Johnson', 'Set expect edge yard.', 'TZ', '1983-08-02', 75);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('291', 'Lacey Sandoval', 'Fire member give billion than.', 'AT', '1925-08-22', 82);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('292', 'Ronald Wallace', 'Between business agree second.', 'PH', '1928-06-30', 54);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('293', 'Matthew Oconnor', 'Culture set should human leader.', 'ER', '1937-05-10', 137);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('294', 'Dana Howard', 'Soldier full organization drop parent.', 'GH', '1986-05-04', 2);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('295', 'Christine Berg', 'Place garden present through story item yourself.', 'DZ', '1980-11-14', 121);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('296', 'Janet Farrell', 'Price course our let.', 'NA', '2004-06-18', 85);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('297', 'Jared Murray', 'Charge read eat movement outside leader stage.', 'RW', '1942-08-10', 75);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('298', 'Elizabeth Phillips', 'Hand arrive free chair.', 'BI', '1934-10-24', 123);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('299', 'Mario Miller', 'Continue radio enough I throw describe.', 'BW', '2000-08-13', 169);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('300', 'Sean Crawford', 'Discover national risk.', 'FR', '1993-10-08', 61);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('301', 'Leon Sharp', 'Heart water somebody part.', 'GN', '1984-08-08', 25);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('302', 'Lori Sanchez', 'Food can produce race daughter power point.', 'NL', '1960-06-10', 159);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('303', 'Brooke Martinez', 'Her plan power police age include painting door.', 'ES', '1937-12-31', 137);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('304', 'Michael Lowe', 'Office environmental six story.', 'CG', '1976-07-23', 142);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('305', 'Douglas Blake', 'Him executive smile role.', 'TG', '1934-07-01', 58);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('306', 'Antonio Martinez', 'Like prove fund eye later business have.', 'OM', '2003-05-23', 99);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('307', 'Tyler Young', 'Mention rule option base only.', 'CV', '1928-06-22', 14);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('308', 'Earl Preston', 'Offer first fall find contain decide notice.', 'SZ', '1976-12-09', 166);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('309', 'Heather Jacobs', 'Day hear stock what wife.', 'NA', '1940-05-02', 60);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('310', 'Katie Hoover', 'Lose like avoid.', 'TN', '1986-10-11', 24);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('311', 'Eileen Mason', 'None bed all system imagine may exist.', 'KW', '1992-06-29', 88);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('312', 'Courtney Jones', 'Yeah nation education land return.', 'ZM', '2005-09-20', 3);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('313', 'Lucas Garrett', 'Wait side attention later practice relationship.', 'NG', '1934-05-22', 88);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('314', 'Daniel Waters', 'Especially myself million show.', 'AO', '1970-04-05', 110);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('315', 'Tamara Hinton', 'Line positive head read.', 'ET', '1943-11-27', 48);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('316', 'Cynthia Pace', 'Occur cause century market color world.', 'LS', '1965-04-28', 53);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('317', 'Christopher Lowe', 'Boy room lawyer adult.', 'IT', '1977-11-24', 115);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('318', 'Ashley Kennedy', 'Believe ok compare positive.', 'MX', '1972-02-15', 176);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('319', 'Lisa Castro', 'Trial central water suggest. Give single design.', 'BJ', '1959-04-07', 47);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('320', 'Toni Miller', 'Move reason indeed common include order.', 'GW', '1960-12-25', 90);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('321', 'Miguel Walker', 'Agent group customer make. Yard PM avoid.', 'ZA', '1989-08-02', 176);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('322', 'Cynthia Gibson', 'Sea week language. Say anyone since write exist.', 'US', '1950-05-25', 87);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('323', 'Jeremy Erickson', 'Remember at walk coach my debate.', 'CM', '1979-12-11', 74);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('324', 'Steven Ibarra', 'Event attorney attention at author better.', 'AE', '1978-09-05', 104);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('325', 'Christine Thomas', 'Board child act town listen. Notice then camera.', 'CO', '1983-08-28', 57);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('326', 'Derrick Byrd', 'Simply reality thus. Reveal rule her nature.', 'RW', '1972-07-22', 24);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('327', 'Jeff Smith', 'Fill allow two draw population drive.', 'BW', '1973-08-07', 149);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('328', 'Mr. Adrian Taylor', 'White low board.', 'ES', '1990-04-12', 147);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('329', 'Michelle Tate', 'Person gun suddenly benefit newspaper wife wind.', 'SN', '1924-10-11', 157);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('330', 'Crystal Diaz', 'Morning series election. Trip item her role.', 'SA', '1963-02-16', 77);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('331', 'Stephen Wise', 'Stop consider partner after data foreign ever.', 'NA', '1934-11-25', 10);
